score mode 0 ====================================
18908; 14618; 14729; 5876; 14674; 14673; 18388
18803; 14671; 14676; 6628; 14673; 14674; 17493
18860; 14576; 14771; 5164; 14674; 14673; 9275
18892; 14647; 14700; 6318; 14673; 14674; 7894
18984; 14601; 14746; 6194; 14673; 14674; 8576
18927; 14783; 14564; 6061; 14673; 14674; 10045
18910; 14845; 14502; 6089; 14673; 14674; 10656
18862; 14711; 14636; 5814; 14674; 14673; 11872
18886; 14614; 14733; 5960; 14674; 14673; 11377
18863; 14700; 14647; 6265; 14673; 14674; 9489
18869; 14792; 14555; 6618; 14673; 14674; 15415
18938; 14661; 14686; 5864; 14674; 14673; 11514
18887; 14708; 14639; 5820; 14673; 14674; 20457
18887; 14703; 14644; 6478; 14674; 14673; 11212
18936; 14637; 14710; 6061; 14674; 14673; 12207
18917; 14575; 14772; 6209; 14673; 14674; 10204
18962; 14508; 14839; 6484; 14673; 14674; 13640
18861; 14684; 14663; 6174; 14674; 14673; 12518
18785; 14701; 14646; 6179; 14674; 14673; 14663
18904; 14712; 14635; 6120; 14673; 14674; 14735
18847; 14736; 14611; 5909; 14673; 14674; 12260
18918; 14703; 14644; 6473; 14673; 14674; 16766
18896; 14596; 14751; 6541; 14674; 14673; 8002
18856; 14641; 14706; 5966; 14673; 14674; 14453
18955; 14763; 14584; 5940; 14674; 14673; 10579
18838; 14569; 14778; 6308; 14673; 14674; 14146
18877; 14690; 14657; 5693; 14674; 14673; 13223
18901; 14708; 14639; 6432; 14674; 14673; 15054
18920; 14819; 14528; 5927; 14674; 14673; 10724
18910; 14552; 14795; 6333; 14674; 14673; 17477
18989; 14626; 14721; 6157; 14673; 14674; 11705
18884; 14517; 14830; 6504; 14674; 14673; 8818
18782; 14656; 14691; 6138; 14674; 14673; 10207
18864; 14902; 14445; 6410; 14674; 14673; 17329
18937; 14827; 14520; 5566; 14673; 14674; 13788
18925; 14657; 14690; 5312; 14673; 14674; 7340
18834; 14575; 14772; 6053; 14674; 14673; 12357
18906; 14666; 14681; 5991; 14673; 14674; 10739
18870; 14492; 14855; 5898; 14673; 14674; 9825
18995; 14814; 14533; 5776; 14673; 14674; 11404
18952; 14727; 14620; 5617; 14674; 14673; 8487
18878; 14609; 14738; 5902; 14673; 14674; 13194
18904; 14518; 14829; 5987; 14673; 14674; 10686
18888; 14622; 14725; 6243; 14673; 14674; 14019
18901; 14712; 14635; 6323; 14674; 14673; 15116
18769; 14768; 14579; 6268; 14674; 14673; 17923
18890; 14728; 14619; 6079; 14673; 14674; 15486
18938; 14712; 14635; 5976; 14674; 14673; 14842
18905; 14689; 14658; 6481; 14674; 14673; 9511
18961; 14725; 14622; 6314; 14674; 14673; 11635
18978; 14625; 14722; 6379; 14673; 14674; 14118
18916; 14647; 14700; 5470; 14673; 14674; 13710
18827; 14802; 14545; 6131; 14673; 14674; 10151
18888; 14674; 14673; 6189; 14674; 14673; 16753
18885; 14614; 14733; 5562; 14674; 14673; 10873
19006; 14631; 14716; 6386; 14674; 14673; 8580
18915; 14602; 14745; 5917; 14673; 14674; 18045
19003; 14705; 14642; 6288; 14674; 14673; 13790
18763; 14642; 14705; 6533; 14673; 14674; 9618
18972; 14714; 14633; 6348; 14674; 14673; 14118
18984; 14696; 14651; 5884; 14674; 14673; 14227
19034; 14514; 14833; 6251; 14673; 14674; 9324
18957; 14663; 14684; 6292; 14674; 14673; 12415
18946; 14662; 14685; 6523; 14673; 14674; 13848
18940; 14653; 14694; 5999; 14673; 14674; 7612
18977; 14595; 14752; 6279; 14673; 14674; 14200
18783; 14652; 14695; 6492; 14673; 14674; 8016
18919; 14773; 14574; 5904; 14674; 14673; 15640
18923; 14664; 14683; 5977; 14674; 14673; 13562
18782; 14776; 14571; 6196; 14674; 14673; 11509
18931; 14718; 14629; 6045; 14674; 14673; 9285
18759; 14543; 14804; 6511; 14674; 14673; 16839
18902; 14582; 14765; 6545; 14674; 14673; 12107
18865; 14560; 14787; 5975; 14674; 14673; 11971
18827; 14656; 14691; 6491; 14673; 14674; 9477
18910; 14589; 14758; 6432; 14673; 14674; 7899
18877; 14733; 14614; 6144; 14674; 14673; 10668
18889; 14718; 14629; 6216; 14673; 14674; 11712
18922; 14692; 14655; 6002; 14673; 14674; 18034
18861; 14637; 14710; 6132; 14674; 14673; 19548
18992; 14604; 14743; 6072; 14673; 14674; 10794
18927; 14606; 14741; 5829; 14673; 14674; 8276
18910; 14662; 14685; 6023; 14674; 14673; 14350
18884; 14826; 14521; 6567; 14674; 14673; 12689
18943; 14647; 14700; 6530; 14674; 14673; 6339
18930; 14657; 14690; 6462; 14673; 14674; 14124
18806; 14672; 14675; 6057; 14673; 14674; 14380
18812; 14835; 14512; 5750; 14673; 14674; 7653
18813; 14592; 14755; 5935; 14674; 14673; 12122
